iteration,coherence,entropy,energy,curvature,clusters,correlation,magnetization,susceptibility
69,0.8471875,1.1545940957173961,5538.0,0.19229166666666667,30,0.8057638888888888,-0.3715277777777778,6.6945775387571365
70,0.848125,1.1516946857529888,5526.0,0.191875,30,0.8064236111111112,-0.37166666666666665,6.701819151507072
71,0.8499305555555555,1.14802789926356,5484.0,0.19041666666666668,30,0.8079166666666666,-0.3723611111111111,6.7067726531805665
72,0.8502777777777778,1.1482684651365336,5468.0,0.18986111111111112,30,0.8082638888888889,-0.3726388888888889,6.703890732752123
73,0.8494097222222222,1.1494051800056564,5482.0,0.19034722222222222,30,0.8079861111111111,-0.37277777777777776,6.699555795882772
74,0.8487847222222222,1.1493213820163557,5498.0,0.19090277777777778,30,0.8077777777777778,-0.3729166666666667,6.6986927308013176
75,0.8499652777777778,1.1466192801381454,5462.0,0.18965277777777778,30,0.8092361111111112,-0.37368055555555557,6.700305813745276
76,0.8507986111111111,1.1457901601879246,5426.0,0.18840277777777778,30,0.8104166666666667,-0.374375,6.697134222376851
77,0.8506944444444444,1.1448864374316525,5436.0,0.18875,30,0.8102777777777778,-0.37451388888888887,6.698582255577398
78,0.8513541666666666,1.1460309008060678,5402.0,0.18756944444444446,30,0.8109722222222222,-0.3746527777777778,6.694242978466434
79,0.8526388888888888,1.1446339799243013,5374.0,0.18659722222222222,30,0.8115625,-0.37493055555555554,6.695980039608209
80,0.8528819444444444,1.1447127043374516,5360.0,0.18611111111111112,30,0.8119791666666667,-0.3751388888888889,6.694099147682
81,0.8535763888888889,1.142238989091726,5346.0,0.185625,30,0.8127777777777778,-0.37548611111111113,6.698292906136792
82,0.8507638888888889,1.146763084943549,5436.0,0.18875,30,0.8095138888888889,-0.3747916666666667,6.69106077761852
83,0.8492708333333333,1.1482288225727724,5464.0,0.1897222222222222,30,0.8090625,-0.37472222222222223,6.687443628298982
84,0.8506944444444444,1.1464258466144275,5424.0,0.18833333333333332,30,0.8102083333333333,-0.3753472222222222,6.6875879413324855
85,0.8496875,1.1483728494078238,5450.0,0.1892361111111111,30,0.8091666666666667,-0.37548611111111113,6.680931939700401
86,0.8510069444444445,1.1460953793303186,5410.0,0.18784722222222222,30,0.8106944444444445,-0.37555555555555553,6.686863000421499
87,0.8509375,1.1470629978024212,5404.0,0.18763888888888888,30,0.8106597222222223,-0.3759722222222222,6.6807813574290185
88,0.85125,1.1456728147751272,5404.0,0.18763888888888888,29,0.8107638888888888,-0.37625,6.6825123100826005
89,0.8521527777777778,1.1441860755582223,5380.0,0.18680555555555556,29,0.8114583333333333,-0.37701388888888887,6.680610761821327
90,0.8513194444444444,1.1463941769751984,5396.0,0.18736111111111112,29,0.8107638888888888,-0.3767361111111111,6.6765685501360545
91,0.8506597222222222,1.1471211553964482,5412.0,0.18791666666666668,29,0.8103125,-0.376875,6.673381526797464
92,0.8527430555555555,1.1438388038831537,5358.0,0.18604166666666666,29,0.8119444444444445,-0.3779166666666667,6.6743526558575
93,0.8501041666666667,1.1442472067624645,5434.0,0.18868055555555555,29,0.8104861111111111,-0.3779166666666667,6.673195258095073
94,0.8511805555555556,1.1435836647180113,5402.0,0.18756944444444446,29,0.8112152777777778,-0.37833333333333335,6.671726809683993
95,0.8515277777777778,1.1454497837463338,5378.0,0.1867361111111111,29,0.8114236111111112,-0.3786111111111111,6.664187649259303
96,0.8515277777777778,1.144873036865166,5384.0,0.18694444444444444,29,0.81125,-0.3788888888888889,6.663591589411653
97,0.8534722222222222,1.1413321867723762,5326.0,0.18493055555555554,29,0.8132986111111111,-0.38,6.664666683333192
98,0.8528819444444444,1.1412377304316441,5336.0,0.1852777777777778,29,0.8132986111111111,-0.38048611111111114,6.661007337220236
99,0.8542013888888889,1.1394233388417954,5292.0,0.18375,29,0.8148263888888889,-0.3807638888888889,6.663874790176645
100,0.8538541666666667,1.1401602932456854,5300.0,0.1840277777777778,29,0.8144791666666666,-0.38090277777777776,6.660678443356079
101,0.8531944444444445,1.1425400193741664,5312.0,0.18444444444444444,29,0.81375,-0.38069444444444445,6.65563496204404
102,0.8548958333333333,1.1383416235121764,5274.0,0.183125,29,0.8153472222222222,-0.3811805555555556,6.663543967316218
103,0.8566666666666667,1.13434123036059,5228.0,0.1815277777777778,29,0.8171527777777777,-0.3819444444444444,6.668524032875857
104,0.8559375,1.1341696153244172,5252.0,0.1823611111111111,29,0.8166319444444444,-0.38222222222222224,6.6667551432956165
105,0.856875,1.1336601969358873,5214.0,0.18104166666666666,28,0.8177430555555556,-0.3827083333333333,6.664235190979889
106,0.8552430555555556,1.135741548321137,5258.0,0.18256944444444445,27,0.8163888888888889,-0.3827083333333333,6.65844820216776
107,0.8551041666666667,1.1367340606616252,5252.0,0.1823611111111111,27,0.8164930555555555,-0.3827777777777778,6.655111721805611
108,0.8552430555555556,1.1369750577274176,5244.0,0.18208333333333335,27,0.8166319444444444,-0.38305555555555554,6.652181576470403
109,0.8550347222222222,1.1354751947208186,5258.0,0.18256944444444445,27,0.8165277777777777,-0.3834722222222222,6.6529922371531685
110,0.8575347222222223,1.131284890342695,5192.0,0.1802777777777778,27,0.8186458333333333,-0.3845138888888889,6.6561636275844815
111,0.8549305555555555,1.136371019582008,5252.0,0.1823611111111111,27,0.8165277777777777,-0.3840277777777778,6.64596683273524
112,0.8550694444444444,1.1360348697799996,5246.0,0.18215277777777777,27,0.8167708333333333,-0.3842361111111111,6.645211751257526
113,0.8560069444444445,1.1342051967020403,5224.0,0.18138888888888888,27,0.8175347222222222,-0.3845138888888889,6.6480618432475
114,0.8557638888888889,1.1337031849918313,5234.0,0.1817361111111111,27,0.8173958333333333,-0.3846527777777778,6.648329009230994
115,0.8567708333333334,1.1305997130479803,5224.0,0.18138888888888888,27,0.8178125,-0.3852777777777778,6.6518420731267565
116,0.8564236111111111,1.1317685593620266,5218.0,0.18118055555555557,27,0.8180555555555555,-0.3854166666666667,6.647477879813964
117,0.8569444444444444,1.1327676008028864,5190.0,0.18020833333333333,27,0.8186458333333333,-0.3854861111111111,6.644138264832877
118,0.8547569444444445,1.1365137729389356,5260.0,0.18263888888888888,27,0.8160763888888889,-0.38479166666666664,6.639336671615701
119,0.8560763888888889,1.1340909913679562,5222.0,0.18131944444444445,27,0.8173611111111111,-0.38569444444444445,6.638748528690242
120,0.8549305555555555,1.1369029053090491,5242.0,0.1820138888888889,27,0.8165625,-0.3854861111111111,6.632564287208616
121,0.8546875,1.1381201861731418,5242.0,0.1820138888888889,27,0.8163194444444445,-0.3858333333333333,6.626281586542335
122,0.8541666666666666,1.1372016583986633,5266.0,0.18284722222222222,27,0.8157986111111111,-0.38631944444444444,6.624889775545595
123,0.8517013888888889,1.1420086185029155,5316.0,0.18458333333333332,27,0.8140625,-0.3861111111111111,6.612920715372642
124,0.8530208333333333,1.1409386868449147,5280.0,0.18333333333333332,27,0.8148958333333334,-0.3865277777777778,6.612552759334002
125,0.8529166666666667,1.1390542117747584,5292.0,0.18375,27,0.8149305555555556,-0.3869444444444444,6.614496705325808
126,0.8545833333333334,1.1342623162618979,5260.0,0.18263888888888888,28,0.8163194444444445,-0.38805555555555554,6.618894816823028
127,0.8542013888888889,1.1346471838286576,5252.0,0.1823611111111111,28,0.8168402777777778,-0.38875,6.612084656238977
128,0.8567708333333334,1.13155906598556,5184.0,0.18,28,0.8186458333333333,-0.38972222222222225,6.612722028756756
129,0.8571527777777778,1.1302151474261577,5166.0,0.179375,28,0.8195486111111111,-0.3902083333333333,6.612456108583355
130,0.8567361111111111,1.1315330696193284,5176.0,0.17972222222222223,27,0.8189583333333333,-0.3904166666666667,6.607049975972424
131,0.855625,1.1332551862401046,5196.0,0.18041666666666667,27,0.8184027777777778,-0.390625,6.600485722225463
132,0.8552777777777778,1.1331670358541541,5216.0,0.1811111111111111,27,0.8177083333333334,-0.3907638888888889,6.5995813444738785
133,0.854375,1.134292592007133,5226.0,0.18145833333333333,26,0.8176041666666667,-0.39125,6.592362598367236
134,0.8560069444444445,1.1323877678301675,5188.0,0.18013888888888888,26,0.8185069444444445,-0.39166666666666666,6.594273751422442
135,0.8563194444444444,1.1317841184783788,5174.0,0.17965277777777777,26,0.8189930555555556,-0.39229166666666665,6.590769368009898
136,0.8560763888888889,1.1311224661820716,5188.0,0.18013888888888888,26,0.8187152777777778,-0.3923611111111111,6.592051386968895
137,0.8557986111111111,1.1310339081060996,5200.0,0.18055555555555555,26,0.8183680555555556,-0.3925,6.5911429904750785
138,0.8552083333333333,1.1319291961584492,5212.0,0.18097222222222223,26,0.8179861111111111,-0.3927083333333333,6.586886298516956
139,0.8563541666666666,1.1310022138030682,5172.0,0.17958333333333334,26,0.8191319444444445,-0.39319444444444446,6.5854387877529
140,0.8565972222222222,1.130501812098172,5164.0,0.17930555555555555,26,0.8194444444444444,-0.3933333333333333,6.585685860025242
141,0.8569444444444444,1.1299120347080955,5148.0,0.17875,26,0.8200694444444444,-0.39361111111111113,6.585021642309361
142,0.8576041666666666,1.128908446708195,5130.0,0.178125,26,0.820625,-0.3938888888888889,6.585513536358392
143,0.8571875,1.1291437553630435,5144.0,0.1786111111111111,26,0.8201736111111111,-0.39416666666666667,6.58253195112263
144,0.8559027777777778,1.1312904222368503,5180.0,0.1798611111111111,25,0.8188888888888889,-0.39402777777777775,6.577657216796855
145,0.8581597222222223,1.1301845436560691,5106.0,0.17729166666666665,25,0.8206944444444444,-0.39479166666666665,6.574371935210727
146,0.859375,1.1261817388367947,5082.0,0.17645833333333333,24,0.8219097222222222,-0.39555555555555555,6.579178712605381
147,0.8572222222222222,1.1298275134324318,5136.0,0.17833333333333334,24,0.8200694444444444,-0.39534722222222224,6.570713915282701
148,0.8576388888888888,1.1279117776360055,5120.0,0.17777777777777778,24,0.8210416666666667,-0.3957638888888889,6.5725966156429125
149,0.8583333333333333,1.1259873606068451,5102.0,0.17715277777777777,24,0.8218402777777778,-0.39618055555555554,6.574476422508722
150,0.8581944444444445,1.1262395672512402,5112.0,0.1775,25,0.8213888888888888,-0.39611111111111114,6.574356221928603
151,0.8581597222222223,1.125408744158427,5116.0,0.1776388888888889,24,0.8214930555555555,-0.39611111111111114,6.576671017453456
152,0.8569791666666666,1.1288601938308203,5160.0,0.17916666666666667,24,0.8194791666666666,-0.39493055555555556,6.576930105765064
153,0.8563888888888889,1.128770998873156,5174.0,0.17965277777777777,24,0.8193402777777777,-0.3950694444444444,6.576015761532749
154,0.8575694444444445,1.1280011360820055,5136.0,0.17833333333333334,24,0.8202777777777778,-0.395625,6.573512567372122
155,0.8577083333333333,1.1283244888462263,5124.0,0.17791666666666667,24,0.820625,-0.3957638888888889,6.571439217880487
156,0.8595138888888889,1.1239796170467495,5082.0,0.17645833333333333,25,0.8223263888888889,-0.3963888888888889,6.578308735287289
157,0.8583680555555555,1.1256455631962603,5114.0,0.17756944444444445,24,0.82125,-0.3963888888888889,6.573679144237585
158,0.8598263888888888,1.1243660523346355,5062.0,0.1757638888888889,24,0.8227777777777778,-0.39708333333333334,6.571402124889701
159,0.8575347222222223,1.1278591455612377,5114.0,0.17756944444444445,24,0.82125,-0.3968055555555556,6.563980633237521
160,0.8585763888888889,1.1262065669347185,5096.0,0.17694444444444443,24,0.8217013888888889,-0.3968055555555556,6.568610224287225
161,0.8591319444444444,1.1248718019536796,5084.0,0.17652777777777778,24,0.8221875,-0.39694444444444443,6.571163733100579
162,0.8605902777777777,1.1223522131079853,5044.0,0.1751388888888889,24,0.8235763888888888,-0.39729166666666665,6.575231303049326
163,0.8606597222222222,1.122516779120008,5036.0,0.1748611111111111,24,0.8238541666666667,-0.3973611111111111,6.574192739494661
164,0.8593402777777778,1.125360521066713,5064.0,0.17583333333333334,24,0.8228125,-0.3971527777777778,6.568049006934717
165,0.8594791666666667,1.1245131265789672,5070.0,0.17604166666666668,24,0.8225694444444445,-0.3975,6.56748578021109
166,0.8584722222222222,1.125416230284388,5090.0,0.17673611111111112,24,0.8221875,-0.39770833333333333,6.5632117272865305
167,0.8595138888888889,1.1239908675176635,5052.0,0.17541666666666667,24,0.8235416666666666,-0.3979861111111111,6.5648420506346605
168,0.8607638888888889,1.1236311503513312,5008.0,0.1738888888888889,24,0.8245833333333333,-0.3985416666666667,6.561154452763819
169,0.86,1.1235411316815767,5026.0,0.17451388888888889,24,0.8244097222222222,-0.39868055555555554,6.560231749547663
170,0.8599305555555555,1.1231248935427505,5032.0,0.17472222222222222,24,0.8243055555555555,-0.39868055555555554,6.561389147310089
171,0.8591666666666666,1.123956816962815,5058.0,0.175625,25,0.8234375,-0.39868055555555554,6.559074351785236
172,0.8552777777777778,1.1312762362080657,5162.0,0.17923611111111112,24,0.8197569444444445,-0.3972222222222222,6.550807035455774
173,0.8569791666666666,1.1287840765594628,5114.0,0.17756944444444445,24,0.82125,-0.39791666666666664,6.551992564413813
174,0.8584375,1.125542497092296,5086.0,0.1765972222222222,25,0.8222222222222222,-0.3984722222222222,6.556407393878714
175,0.8592361111111111,1.125433760352594,5048.0,0.17527777777777778,25,0.8233333333333334,-0.39895833333333336,6.552598389805084
176,0.8580555555555556,1.1260078140346257,5086.0,0.1765972222222222,25,0.8223263888888889,-0.39902777777777776,6.550400499491723
177,0.8583333333333333,1.1257564542572729,5078.0,0.17631944444444445,24,0.8225347222222222,-0.3990972222222222,6.550517324328369
178,0.8584027777777777,1.1241736147354369,5078.0,0.17631944444444445,25,0.8229513888888889,-0.3993055555555556,6.5531821121140865
179,0.8593402777777778,1.1233255789530756,5048.0,0.17527777777777778,25,0.8237847222222222,-0.3996527777777778,6.552606427289549
180,0.8568055555555556,1.1281531069210848,5108.0,0.1773611111111111,25,0.8217361111111111,-0.3988888888888889,6.545537017644195
181,0.8567013888888889,1.1279030734738522,5106.0,0.17729166666666665,24,0.8220138888888889,-0.39895833333333336,6.5456540032305295
182,0.8573611111111111,1.1264903285171575,5096.0,0.17694444444444443,25,0.8222916666666666,-0.3992361111111111,6.547278539589847
183,0.856875,1.128971366414346,5102.0,0.17715277777777777,25,0.8217013888888889,-0.3988888888888889,6.543222222119343
184,0.8573958333333334,1.1282224255071989,5086.0,0.1765972222222222,25,0.8222222222222222,-0.3990972222222222,6.543572937753812
185,0.8572569444444444,1.127812781213832,5096.0,0.17694444444444443,24,0.8219791666666667,-0.3990972222222222,6.544730335516238
186,0.8585763888888889,1.1266304688973814,5060.0,0.17569444444444443,24,0.8228125,-0.3996527777777778,6.543347245190139
187,0.8572569444444444,1.1280201845994644,5086.0,0.1765972222222222,24,0.8222916666666666,-0.3997222222222222,6.538833755603475
188,0.8593055555555555,1.124459310112747,5044.0,0.1751388888888889,25,0.8235416666666666,-0.4001388888888889,6.545315665322132
189,0.8590972222222222,1.1256062945439922,5042.0,0.17506944444444444,24,0.8234375,-0.4002777777777778,6.540917071575845
190,0.8590972222222222,1.1254456605077743,5038.0,0.17493055555555556,24,0.8237152777777778,-0.40020833333333333,6.541959010873985
191,0.8619444444444444,1.1206651137043275,4960.0,0.17222222222222222,24,0.8263194444444445,-0.40118055555555554,6.547040308550412
192,0.8617708333333334,1.1204837709191633,4958.0,0.17215277777777777,24,0.8265972222222222,-0.4014583333333333,6.545182363642342
193,0.8576736111111111,1.1277703503198362,5074.0,0.17618055555555556,24,0.8225694444444445,-0.39979166666666666,6.538949776691676
194,0.8583680555555555,1.1262684885904064,5058.0,0.175625,24,0.823125,-0.40020833333333333,6.539644215349132
195,0.8547569444444445,1.1337049851686918,5162.0,0.17923611111111112,24,0.8191666666666667,-0.3984722222222222,6.533259438630193
196,0.8560069444444445,1.1313460898207173,5134.0,0.1782638888888889,24,0.8201388888888889,-0.39868055555555554,6.538241192061569
197,0.8563541666666666,1.1310980165243454,5130.0,0.178125,24,0.8200694444444444,-0.39875,6.538358418772438
198,0.8583333333333333,1.1276108774570017,5074.0,0.17618055555555556,24,0.8219791666666667,-0.3997222222222222,6.539991153365902
199,0.8597222222222223,1.1249225432680823,5028.0,0.17458333333333334,24,0.8236805555555555,-0.40069444444444446,6.539293338964972
200,0.8581597222222223,1.1262684885904064,5086.0,0.1765972222222222,24,0.821875,-0.40020833333333333,6.539644215349132
201,0.8583333333333333,1.1248523171429041,5086.0,0.1765972222222222,24,0.8221180555555555,-0.4004861111111111,6.541262964719636
202,0.8577777777777778,1.1273173777348684,5088.0,0.17666666666666667,24,0.8217361111111111,-0.4004861111111111,6.53431857814508
203,0.8577430555555555,1.126476171325407,5088.0,0.17666666666666667,24,0.8219791666666667,-0.4008333333333333,6.5337360614587485
204,0.8591666666666666,1.1244896580275556,5052.0,0.17541666666666667,24,0.8230555555555555,-0.4010416666666667,6.5375522188935475
205,0.8598611111111111,1.1218956165726062,5038.0,0.17493055555555556,24,0.8238541666666667,-0.40152777777777776,6.540666784309719
206,0.8605208333333333,1.1218761576798735,5006.0,0.17381944444444444,24,0.8247916666666667,-0.401875,6.537763443985188
207,0.8607291666666667,1.12042764606605,5004.0,0.17375,24,0.8250347222222222,-0.4025,6.536467520178072
208,0.8602083333333334,1.1220887212441868,5010.0,0.17395833333333333,24,0.8246875,-0.4025,6.531837929128369
209,0.8590972222222222,1.1236498614637598,5032.0,0.17472222222222222,24,0.8240972222222223,-0.4026388888888889,6.52627647213022
210,0.8619444444444444,1.118519220739402,4958.0,0.17215277777777777,24,0.8265625,-0.40381944444444445,6.530495307536531
211,0.8626736111111111,1.1170812524899398,4944.0,0.17166666666666666,24,0.8269791666666667,-0.4040972222222222,6.532097338939356
212,0.8621875,1.117226052284033,4960.0,0.17222222222222222,24,0.8264930555555555,-0.4045138888888889,6.528132287104912
213,0.8583333333333333,1.1236505477079368,5064.0,0.17583333333333334,25,0.8229166666666666,-0.4038888888888889,6.515560415597359
214,0.8591319444444444,1.1222100111058952,5046.0,0.17520833333333333,25,0.8234027777777778,-0.4045138888888889,6.514243513955799
215,0.8591666666666666,1.1219349416235396,5032.0,0.17472222222222222,25,0.8240972222222223,-0.40493055555555557,6.511432966389375
216,0.8601736111111111,1.119225645058053,5008.0,0.1738888888888889,25,0.8250347222222222,-0.4059027777777778,6.510650758401603
217,0.8607638888888889,1.1205114929455946,4972.0,0.1726388888888889,24,0.8257638888888889,-0.4064583333333333,6.502260267622769
218,0.8598958333333333,1.1225919568620415,4996.0,0.17347222222222222,24,0.8247569444444445,-0.4061111111111111,6.499403142833892
219,0.8612847222222222,1.119661974807722,4958.0,0.17215277777777777,24,0.8261805555555556,-0.40680555555555553,6.501643189753255
220,0.8593055555555555,1.1212429398056454,5016.0,0.17416666666666666,24,0.8246527777777778,-0.4065972222222222,6.499004443417189
221,0.8610069444444445,1.1192485613350969,4962.0,0.17229166666666668,24,0.8263888888888888,-0.40680555555555553,6.502800587515681
222,0.8621180555555555,1.1164578742704927,4920.0,0.17083333333333334,24,0.8282291666666667,-0.40756944444444443,6.503982218293758
223,0.8573611111111111,1.1253835219848565,5054.0,0.17548611111111112,24,0.8233680555555556,-0.4059027777777778,6.493289791965212
224,0.8581597222222223,1.1257620967697022,5026.0,0.17451388888888889,24,0.8238194444444444,-0.40625,6.489203735802201
225,0.8572569444444444,1.1255130740176127,5052.0,0.17541666666666667,24,0.8234375,-0.40631944444444446,6.489312201655008
226,0.8585416666666666,1.123450478902717,5018.0,0.17423611111111112,24,0.8245486111111111,-0.4066666666666667,6.4921681208212165
